"customer_id","region","age","income_k","tenure_months","contract_type","payment_method","auto_pay","promo_eligible","primary_channel","brand_loyalty","deal_seeking","eco_consciousness","innovation_orientation","avg_usage_minutes","num_support_tickets","satisfaction_score","monthly_fee","email_click_rate","promo_response_rate","online_visits","num_transactions_12m","avg_order_value","total_spend_12m","recency_days","loyalty_tier","churn_probability_true","churned","margin_per_month","retention_rate","discount_rate_monthly","acq_cost","clv_gross","clv_net","segment"
"C00565","Midwest",35,71.2,12,"Monthly","Credit Card",1,1,"Email",5.02,5.92,2.95,3.75,328,3,6.6,52.57,0.292,0.307,5,9,121.58,972.46,69,"Silver",0.9199,1,27.32,0.55,0.01,5,32.67,27.67,4
"C00566","South",27,25.1,18,"Quarterly","PayPal",1,1,"SMS",5.06,4.75,4.02,5.62,264,1,7.5,39.08,0.302,0.27,8,4,49.82,198.74,113,"Bronze",0.4417,0,20.12,0.625,0.01,24.47,32.66,8.19,3
"C00567","Midwest",18,65.3,30,"Monthly","PayPal",0,1,"Social",2.2,3.35,5.21,4.51,387,0,8.2,49.31,0.186,0.397,7,0,118.07,0,153,"Bronze",0.5014,0,28.66,0.574,0.01,41.93,37.73,-4.2,3
"C00568","Midwest",36,48.9,19,"Quarterly","PayPal",1,1,"Email",2.95,3.11,5.47,5.38,319,1,7.5,43.73,0.388,0.425,7,4,79.63,303.76,142,"Silver",0.4543,1,25.8,0.614,0.01,12.47,40,27.53,3
"C00569","West",65,61,4,"Monthly","PayPal",1,0,"Direct",4.03,4.54,3.64,6.02,24,2,5.9,41.78,0.041,0.133,1,6,143.22,879.76,10,"Silver",0.8705,1,20.65,0.55,0.01,14.69,24.69,10,4
"C00570","Midwest",47,74.2,13,"Monthly","Debit Card",0,0,"Email",4.08,4.25,4.07,4.21,310,1,7.6,42.93,0.328,0.315,8,2,98.31,176.65,25,"Bronze",0.7496,0,27.39,0.55,0.01,14.75,32.75,18,3
"C00571","South",38,104.8,19,"Annual","Credit Card",1,1,"Search",3.38,5.12,4.98,4.63,179,3,5.9,39.39,0.098,0.332,6,3,59.15,175.14,41,"Bronze",0.8068,1,21.87,0.55,0.01,32.95,26.15,-6.8,1
"C00572","West",35,83.8,37,"Quarterly","PayPal",0,1,"Search",5.52,4.8,2.44,4.07,375,3,6.9,42.49,0.042,0.305,6,4,120.47,439,88,"Silver",0.8219,1,23.39,0.55,0.01,40.05,27.97,-12.08,4
"C00573","Midwest",38,86.6,17,"Monthly","Bank Transfer",1,1,"Social",4.7,3.91,4.35,3.51,320,1,7.7,42.57,0.237,0.721,3,2,116.63,266.92,0,"Bronze",0.5988,1,21.83,0.55,0.01,31.55,26.1,-5.45,2
"C00574","South",44,47.3,9,"Monthly","Credit Card",0,1,"Email",4.46,3.6,2.99,3.35,244,0,7.9,49.09,0.231,0.132,6,4,39.1,135.22,138,"Bronze",0.4625,0,26.4,0.607,0.01,18.76,39.76,21,3
"C00575","West",25,53.3,19,"Quarterly","Credit Card",1,0,"Email",3.32,4.02,3.71,5.33,334,0,8.1,39.28,0.117,0.286,8,2,103.35,176.67,27,"Bronze",0.3067,0,25.66,0.739,0.01,16.16,69.97,53.81,3
"C00576","West",50,128.4,35,"Monthly","Bank Transfer",0,0,"Email",4.65,3.59,3.4,4.63,373,0,8.4,51.12,0.317,0.044,5,4,141.39,576.45,50,"Silver",0.2657,0,25.95,0.774,0.01,26.02,85.11,59.09,4
"C00577","Northeast",46,57.4,11,"Annual","Credit Card",1,0,"Email",1.81,4.06,4.38,6.43,252,2,6.5,39.24,0.135,0.197,3,4,100.08,347.79,216,"Bronze",0.7003,0,22.12,0.55,0.01,14.65,26.45,11.8,1
"C00578","West",46,124.4,12,"Annual","PayPal",1,1,"SMS",4.52,4.22,4.51,5.47,361,2,7.3,49.03,0.204,0.17,3,2,70.89,155.01,117,"Bronze",0.5538,1,25.88,0.55,0.01,21.22,30.94,9.72,2
"C00579","South",43,71.2,11,"Quarterly","Credit Card",0,1,"Direct",4.77,3.21,4.88,3.6,350,1,7.8,53.56,0.311,0.037,7,7,109.43,839.45,18,"Silver",0.6115,1,25.84,0.55,0.01,13.44,30.9,17.46,4
"C00580","Midwest",38,78.1,6,"Monthly","Credit Card",1,0,"SMS",4.97,4.89,4.28,5.32,395,1,8,47.6,0.071,0.086,10,3,106.42,312.77,39,"Bronze",0.639,1,23.11,0.55,0.01,21.69,27.63,5.94,3
"C00581","Midwest",45,108,17,"Monthly","Credit Card",0,1,"Search",2.98,3.79,4.09,4.06,137,2,6.2,51.52,0.096,0.466,2,0,83.95,0,78,"Bronze",0.9177,1,29.56,0.55,0.01,38.79,35.34,-3.45,2
"C00582","West",45,113.6,15,"Quarterly","Credit Card",1,0,"Social",4.95,3.27,5.94,5.74,319,1,7.7,54.14,0.066,0.305,6,5,83.76,449.02,68,"Silver",0.4809,0,26.33,0.591,0.01,35.31,37.14,1.83,4
"C00583","South",34,74.9,4,"Monthly","Credit Card",1,0,"Search",3.55,3.81,2.22,3.87,132,0,7.3,51.92,0.136,0.048,1,2,101.25,180.35,64,"Bronze",0.3817,0,26.09,0.676,0.01,45.15,52.8,7.65,2
"C00584","Midwest",32,67.1,9,"Monthly","Credit Card",1,1,"Direct",3.81,4.47,5.77,3.24,131,4,5.2,49.62,0.21,0.137,3,2,53.68,118.94,1,"Bronze",0.9658,1,28.93,0.55,0.01,17.39,34.59,17.2,1
"C00585","South",39,76.4,18,"Monthly","PayPal",1,0,"Email",5.49,4.29,3.58,3.52,273,1,7.6,39.96,0.254,0.218,7,6,87.67,585.08,11,"Silver",0.5954,0,23.38,0.55,0.01,5.29,27.95,22.66,4
"C00586","Midwest",55,87.5,24,"Monthly","Bank Transfer",1,1,"Direct",6.92,4.66,4.53,3.58,259,1,7.7,52.17,0.313,0.149,5,3,118.14,335.57,15,"Silver",0.6548,1,28.81,0.55,0.01,15.04,34.45,19.41,2
"C00587","Northeast",24,103,27,"Monthly","Credit Card",0,1,"Search",4.76,5.19,3.54,3.48,351,1,7.8,51.12,0.145,0.295,9,2,130.15,281.77,21,"Silver",0.6286,0,25.76,0.55,0.01,37.95,30.8,-7.15,3
"C00588","Northeast",22,78.1,25,"Monthly","Credit Card",1,1,"Search",3.8,5.64,3.13,3.77,225,2,6.6,47.47,0.311,0.281,7,6,68.42,459.46,13,"Silver",0.8393,1,23.75,0.55,0.01,48.95,28.4,-20.55,4
"C00589","Northeast",40,95.3,16,"Quarterly","Credit Card",0,0,"Search",4.91,4.51,4.43,5.34,260,0,8,48.34,0.055,0.13,5,4,47.1,202.28,91,"Bronze",0.4301,1,23.94,0.634,0.01,47.59,40.37,-7.22,2
"C00590","Northeast",39,123.9,6,"Monthly","Credit Card",1,1,"Social",5.73,3.02,5.05,6.38,267,0,8.1,51.5,0.049,0.106,6,1,80.97,71.11,14,"Bronze",0.5166,1,28.06,0.561,0.01,40.55,35.06,-5.49,2
"C00591","Northeast",40,88.7,14,"Monthly","Credit Card",0,1,"Email",5.38,3.9,4.42,2.94,142,2,6.5,47.78,0.216,0.053,4,7,105.77,650.35,79,"Silver",0.8763,1,27.56,0.55,0.01,14.5,32.95,18.45,4
"C00592","South",41,86.7,2,"Monthly","Credit Card",1,1,"Email",7,3.1,3.3,5.79,169,1,7.3,44.25,0.261,0.333,2,3,70.29,241.39,139,"Bronze",0.8014,1,23.49,0.55,0.01,9.64,28.09,18.45,2
"C00593","Northeast",36,35.5,18,"Quarterly","Credit Card",0,1,"Social",3.91,6.07,7,3.87,362,2,7.2,39.4,0.133,0.51,7,3,104.62,317.75,31,"Silver",0.8362,1,23.44,0.55,0.01,42.63,28.03,-14.6,3
"C00594","Midwest",54,25,10,"Monthly","Credit Card",1,0,"Direct",4.98,6.39,5.22,4.78,189,2,6.6,49.18,0.292,0.121,5,3,53.98,168.96,45,"Bronze",0.8076,1,30.27,0.55,0.01,19.01,36.19,17.18,2
"C00595","West",20,88.9,3,"Quarterly","Credit Card",0,0,"Search",6.4,4.92,4.93,2.58,328,1,7.9,46.71,0.33,0.081,6,3,66.27,223.4,8,"Bronze",0.6728,1,26.47,0.55,0.01,29.98,31.65,1.67,3
"C00596","Midwest",29,75.3,20,"Annual","PayPal",0,1,"SMS",6.33,5.14,3.51,4.98,345,1,8,35.82,0.138,0.294,4,2,81.32,138.61,23,"Bronze",0.2791,0,17.19,0.763,0.01,30.25,53.1,22.85,3
"C00597","South",37,63.6,35,"Monthly","Credit Card",1,1,"Direct",2.55,4.48,3.21,2.19,119,1,6.6,45.36,0.028,0.56,3,4,101.73,397.97,45,"Silver",0.7347,0,25.12,0.55,0.01,14.13,30.03,15.9,2
"C00598","Northeast",20,84.8,5,"Monthly","PayPal",0,0,"Search",4.7,4.6,3.59,4.75,269,2,6.9,51.46,0.27,0.206,11,7,43.17,308.21,12,"Bronze",0.8993,1,31.01,0.55,0.01,42.79,37.08,-5.71,4
"C00599","Northeast",36,76.3,21,"Monthly","Bank Transfer",1,0,"Email",6.33,2.44,5.09,4.68,305,2,7.3,53.21,0.164,0.04,5,4,93.32,317.53,30,"Silver",0.7484,1,28,0.55,0.01,13.07,33.48,20.41,2
"C00600","Northeast",56,109.6,12,"Annual","Bank Transfer",1,1,"Email",7,4.12,2.81,4.61,319,2,7.4,42.63,0.224,0.298,5,2,99.74,206.93,18,"Bronze",0.477,0,22.13,0.595,0.01,24.09,31.73,7.64,2
"C00601","Northeast",38,80.4,10,"Quarterly","Bank Transfer",0,0,"Email",5.47,3.23,2.72,3.59,231,0,8,50.87,0.445,0.596,3,3,55.32,183.43,246,"Bronze",0.4476,0,30.26,0.62,0.01,15.24,48.11,32.87,2
"C00602","Midwest",41,57.1,10,"Annual","Credit Card",1,0,"Direct",4.3,4.51,4.49,5,196,4,5.5,39.94,0.243,0.351,6,5,92.29,399.83,27,"Bronze",0.9211,1,19.09,0.55,0.01,9.21,22.83,13.62,1
"C00603","Northeast",24,105.7,12,"Monthly","Credit Card",1,0,"Direct",3.59,4.13,4.25,4.83,364,0,8.3,51.2,0.055,0.196,7,3,87.19,285.44,1,"Bronze",0.3365,1,28.56,0.714,0.01,5,68.89,63.89,3
"C00604","Northeast",31,71.9,12,"Annual","Credit Card",1,0,"Email",7,6.34,3.05,4.17,267,2,7.2,45.01,0.124,0.345,2,1,51.33,58.68,46,"Bronze",0.6208,1,23.52,0.55,0.01,13.54,28.12,14.58,2
"C00605","Northeast",34,92.7,16,"Monthly","PayPal",1,1,"Email",5.5,5.21,2.7,5.14,174,1,7.2,50.83,0.224,0.127,0,2,88.3,198.87,27,"Bronze",0.6053,1,27.09,0.55,0.01,12.05,32.39,20.34,2
"C00606","Midwest",35,64.6,9,"Monthly","PayPal",1,0,"Search",3.77,4.51,5.48,4.29,273,2,6.8,53.92,0.233,0.298,6,4,52.62,212.82,26,"Bronze",0.8689,1,33.06,0.55,0.01,29.54,39.53,9.99,2
"C00607","Northeast",52,59.8,10,"Annual","PayPal",0,0,"Direct",4.48,3.91,4.29,4.98,206,2,6.6,47.99,0.082,0.205,5,3,64.91,215.79,23,"Bronze",0.7037,1,25.43,0.55,0.01,21.35,30.41,9.06,2
"C00608","Midwest",44,80.4,22,"Annual","Credit Card",0,0,"Search",5.04,6.04,2.4,4.26,202,3,6.1,41.9,0.253,0.398,6,6,109.73,711.83,127,"Silver",0.8414,1,23.29,0.55,0.01,41.25,27.85,-13.4,4
"C00609","South",26,78.4,8,"Monthly","PayPal",1,0,"Search",5.3,4.17,2.48,4.64,200,2,6.7,41.67,0.252,0.335,3,2,77.07,168.83,36,"Bronze",0.8367,1,24.98,0.55,0.01,33.45,29.87,-3.58,2
"C00610","South",41,91.4,19,"Monthly","Credit Card",1,1,"Email",3.71,4.56,3.5,5.03,198,1,7.1,49.11,0.255,0.359,1,1,113.83,110.35,17,"Bronze",0.686,0,24.45,0.55,0.01,12.22,29.23,17.01,2
"C00611","Northeast",43,70.5,13,"Monthly","Credit Card",1,0,"Social",4.02,4.25,4.71,3.96,154,3,5.8,53.08,0.421,0.283,1,2,77.68,154.22,86,"Bronze",0.941,1,30.87,0.55,0.01,31.52,36.91,5.39,1
"C00612","West",51,26.6,11,"Monthly","PayPal",1,1,"Email",2.88,3.76,4.55,3.04,296,3,6.3,46.42,0.181,0.454,2,3,42.95,118.77,29,"Bronze",0.9215,1,24.63,0.55,0.01,14.42,29.45,15.03,1
"C00613","South",55,65.9,41,"Monthly","Credit Card",1,0,"Search",5.84,4.24,5.14,4.7,284,0,8.2,51,0.072,0.466,5,1,96.74,83.73,7,"Silver",0.2012,0,25.49,0.829,0.01,46.8,116.75,69.95,2
"C00614","Northeast",27,100.2,7,"Annual","Bank Transfer",0,0,"SMS",4.32,2.04,2.26,5.71,387,1,7.9,43.23,0.083,0.092,11,1,109.37,112.56,344,"Bronze",0.5452,0,22.79,0.55,0.01,20.38,27.25,6.87,3
"C00615","West",29,69.7,36,"Quarterly","Credit Card",0,0,"Direct",5.21,2.5,4.15,4.73,225,1,7.4,39.49,0.168,0.058,6,4,49.76,187.67,0,"Silver",0.4889,1,21.84,0.584,0.01,12.59,29.94,17.35,2
"C00616","West",24,71.1,26,"Quarterly","PayPal",1,0,"SMS",6.26,4.58,5.47,4.75,137,1,7.1,42.79,0.125,0.295,1,1,116.37,116.46,69,"Bronze",0.5562,0,24.01,0.55,0.01,20.41,28.71,8.3,2
"C00617","Northeast",35,105.6,11,"Quarterly","Credit Card",0,1,"Direct",4.94,5.93,5.37,4.35,267,3,6.4,33.57,0.196,0.297,5,1,133.35,151.86,113,"Bronze",0.8991,1,16.97,0.55,0.01,18.98,20.29,1.31,1
"C00618","Midwest",43,58.1,26,"Monthly","PayPal",0,1,"SMS",4.58,4.58,4.29,5.21,431,0,8.7,47.7,0.059,0.513,6,4,100.71,350.05,25,"Silver",0.3338,0,25.8,0.716,0.01,30.27,62.83,32.56,3
"C00619","West",49,34.8,1,"Quarterly","PayPal",0,1,"Social",4.91,3.41,6.48,4.2,282,0,8.1,42.47,0.113,0.286,4,7,77.31,601.81,3,"Silver",0.412,1,20.57,0.65,0.01,34.2,37.14,2.94,4
"C00620","South",37,73.5,10,"Quarterly","PayPal",1,0,"Search",4.77,2.61,4.57,3.9,544,1,8.6,48.69,0.06,0.292,12,3,138.86,364.94,21,"Bronze",0.3742,1,25.36,0.682,0.01,36.32,52.73,16.41,3
"C00621","Northeast",34,64.4,9,"Monthly","Credit Card",1,0,"Email",6.07,5.06,5.05,5.62,275,1,7.7,53.85,0.342,0.359,4,6,100.84,632.92,40,"Silver",0.629,1,26.89,0.55,0.01,17.34,32.15,14.81,4
"C00622","Northeast",40,50.9,20,"Quarterly","Bank Transfer",0,0,"Direct",5.04,3.58,3.95,3.82,285,1,7.6,44.71,0.148,0.498,6,0,82.98,0,365,"Bronze",0.6488,1,24.43,0.55,0.01,5,29.21,24.21,3
"C00623","Midwest",29,73.1,24,"Monthly","Credit Card",0,1,"Social",4.1,4.91,3.04,5.38,68,2,6,42.59,0.31,0.036,3,4,134.49,473.43,4,"Silver",0.8221,1,21.75,0.55,0.01,36.88,26.01,-10.87,1
"C00624","South",61,91.8,20,"Annual","Credit Card",1,0,"Social",5.85,4.63,2.94,5.62,344,4,6.3,38.01,0.262,0.048,6,3,136.49,441.03,60,"Silver",0.7784,1,25.05,0.55,0.01,26.85,29.95,3.1,1
"C00625","South",20,77.7,17,"Annual","Credit Card",1,0,"Direct",6.05,4.73,4.1,5.02,309,1,7.8,49.61,0.187,0.273,5,3,46.5,147.81,91,"Bronze",0.3616,0,28.05,0.693,0.01,10.67,61.32,50.65,3
"C00626","Midwest",40,86.6,27,"Monthly","PayPal",1,0,"Direct",3.23,4.24,3.67,3.03,215,0,7.6,48.66,0.183,0.033,3,3,68.62,214.52,52,"Silver",0.3404,0,23.51,0.711,0.01,14.83,55.91,41.08,2
"C00627","Midwest",60,128.8,25,"Quarterly","Credit Card",1,0,"Social",6.39,4.62,1.95,4.43,275,2,7.1,46.8,0.11,0.341,5,5,112.37,640.21,56,"Silver",0.6199,0,24.25,0.55,0.01,31.58,28.99,-2.59,4
"C00628","South",38,68.4,10,"Monthly","PayPal",1,1,"Direct",5.1,4.07,2.77,4.18,227,0,7.9,46.43,0.122,0.159,4,2,116.65,199.96,112,"Bronze",0.4441,0,26.94,0.623,0.01,9.37,43.37,34,2
"C00629","Northeast",36,85.8,11,"Quarterly","PayPal",0,1,"Email",5.01,3.5,3.55,3.85,232,1,7.4,38.67,0.321,0.087,4,2,52.39,102.73,40,"Bronze",0.5929,1,21.76,0.55,0.01,19.55,26.02,6.47,2
"C00630","Midwest",34,63.7,24,"Monthly","Credit Card",1,1,"Email",5.81,3.14,4.7,4.56,450,1,8.3,44.14,0.293,0.092,5,3,107.84,329.6,110,"Silver",0.3892,1,21.13,0.669,0.01,14.65,41.45,26.8,3
"C00631","South",36,54.3,16,"Monthly","Bank Transfer",1,1,"Social",4.08,1.58,3.88,5.25,221,0,7.8,40.7,0.097,0.366,6,6,71.14,408.62,0,"Silver",0.3591,0,20.81,0.695,0.01,40.55,45.91,5.36,4
"C00632","West",53,61.6,16,"Monthly","Credit Card",1,1,"SMS",5.75,4,3.82,3.9,256,4,5.9,42.05,0.116,0.155,6,1,100.07,105.16,37,"Bronze",0.9467,1,24.41,0.55,0.01,26.64,29.19,2.55,1
"C00633","South",18,64.6,17,"Quarterly","PayPal",1,0,"Social",4.29,5.87,2.81,4.21,234,3,6.2,43.28,0.347,0.278,4,3,65.68,220.64,11,"Bronze",0.7959,1,24.55,0.55,0.01,38.4,29.35,-9.05,1
"C00634","South",55,88.1,4,"Monthly","Credit Card",0,1,"SMS",3.08,5,3.93,4.13,284,1,7.3,46.12,0.062,0.14,10,8,25,211.82,94,"Bronze",0.8247,0,26.52,0.55,0.01,18.22,31.71,13.49,3
"C00635","Northeast",22,143.8,10,"Annual","Credit Card",1,0,"SMS",3.6,4.45,5.35,5.68,304,1,7.5,40.98,0.22,0.213,6,4,53.35,217.84,83,"Bronze",0.3625,1,21.98,0.692,0.01,25.44,47.83,22.39,3
"C00636","Midwest",35,58,21,"Monthly","Credit Card",1,0,"Direct",5.32,3.39,4.07,4.12,227,2,6.8,46.55,0.22,0.201,5,1,48.34,51.79,36,"Bronze",0.8122,0,23.89,0.55,0.01,7.54,28.56,21.02,2
"C00637","South",33,66.3,10,"Annual","Credit Card",1,1,"Social",3.66,5.3,2.24,3.04,88,1,6.6,38.39,0.052,0.192,5,2,61.85,109.21,33,"Bronze",0.4958,1,18.56,0.579,0.01,34.48,24.93,-9.55,2
"C00638","Midwest",44,76.2,14,"Quarterly","Credit Card",1,1,"Direct",6.47,4.07,2.52,2.67,272,3,6.6,45.46,0.183,0.07,7,1,79.22,82.31,23,"Bronze",0.8936,0,26.9,0.55,0.01,5,32.16,27.16,2
"C00639","Midwest",20,89.1,21,"Monthly","Credit Card",1,1,"Search",6.01,5.93,4.55,4.8,231,3,6.4,45.72,0.222,0.347,2,8,74.09,576.23,21,"Silver",0.8891,1,29.03,0.55,0.01,48.94,34.71,-14.23,4
"C00640","Midwest",43,85.4,28,"Monthly","Credit Card",0,1,"Email",6.17,3.12,3.65,3.56,246,2,7,48.28,0.263,0.01,3,2,82.74,156.48,23,"Bronze",0.7263,1,27.11,0.55,0.01,28.36,32.41,4.05,2
"C00641","Northeast",60,114,30,"Quarterly","Credit Card",0,0,"Email",4.84,3.38,3.82,5.14,189,0,7.7,47.85,0.062,0.517,2,2,81.04,162.43,14,"Silver",0.569,0,28.19,0.55,0.01,19.35,33.71,14.36,2
"C00642","Midwest",23,25,31,"Quarterly","Credit Card",1,0,"SMS",4.98,3.27,3.23,2.94,412,1,8.1,49.65,0.103,0.181,5,2,69.13,150.9,41,"Silver",0.3155,0,25.71,0.732,0.01,12.51,67.7,55.19,3
"C00643","Northeast",40,25,15,"Quarterly","PayPal",0,0,"Direct",3.39,2.57,4.45,3.81,332,1,7.6,48.33,0.206,0.086,9,4,97.93,381.45,74,"Silver",0.5667,1,26.54,0.55,0.01,10.69,31.73,21.04,3
"C00644","Midwest",31,64.1,14,"Monthly","Debit Card",1,1,"Email",5.8,3.17,3.57,2.94,356,2,7.4,42.92,0.344,0.078,5,5,77.22,409.55,58,"Silver",0.7268,0,23.48,0.55,0.01,18.43,28.07,9.64,4
"C00645","Northeast",43,108.7,7,"Monthly","PayPal",0,1,"Email",5.12,4.31,3.69,4.88,330,1,7.8,47.5,0.249,0.477,5,3,108.16,333.13,39,"Bronze",0.7548,1,26.89,0.55,0.01,18.1,32.15,14.05,3
"C00646","West",38,34.2,35,"Annual","Debit Card",1,0,"Direct",5.32,3.42,2.96,5.11,380,6,5.2,43.01,0.042,0.454,6,5,97.75,549.77,157,"Silver",0.9256,1,23.81,0.55,0.01,27.25,28.47,1.22,1
"C00647","South",31,25,13,"Monthly","Debit Card",1,0,"Search",6.56,1,4.91,4.77,141,2,6.6,43.52,0.285,0.261,5,8,70.33,553.33,0,"Silver",0.8419,1,29.49,0.55,0.01,40.53,35.26,-5.27,4
"C00648","South",43,94,35,"Monthly","Debit Card",1,1,"Email",4.03,5.38,3.66,3.21,434,0,8.6,37.45,0.121,0.291,12,3,34.71,114.12,62,"Silver",0.1318,0,22.2,0.888,0.01,14.54,161.59,147.05,3
"C00649","West",58,84.8,19,"Monthly","Credit Card",0,1,"Email",4.56,2.35,4.57,3.58,152,1,7,49.1,0.04,0.038,4,4,91.07,401.65,0,"Silver",0.7418,0,29.6,0.55,0.01,18.98,35.39,16.41,2
"C00650","South",36,47.5,29,"Quarterly","Debit Card",1,1,"Direct",5.06,4.85,2.59,4.66,273,1,7.5,39.56,0.2,0.263,5,3,60.37,179.16,64,"Silver",0.5137,1,22.3,0.563,0.01,11.14,28.09,16.95,2
"C00651","Northeast",46,50.4,15,"Quarterly","Credit Card",1,0,"Direct",3.67,4.23,5.81,2.54,314,1,7.5,49.96,0.293,0.167,9,3,97.65,291.95,70,"Bronze",0.4976,0,23.23,0.577,0.01,7.5,30.96,23.46,3
"C00652","South",24,50.8,22,"Monthly","PayPal",1,1,"Email",4.49,6.53,5.31,4.13,322,3,6.6,44.6,0.342,0.156,6,2,116.6,221.55,97,"Bronze",0.9026,1,25.43,0.55,0.01,7.43,30.41,22.98,1
"C00653","South",27,81.1,29,"Monthly","PayPal",0,1,"Social",5.24,5.3,1.8,6.07,329,2,7.2,48.53,0.233,0.392,5,1,83.46,83.35,65,"Bronze",0.6527,0,28.88,0.55,0.01,39.39,34.53,-4.86,2
"C00654","South",43,60.5,12,"Monthly","Credit Card",0,0,"Direct",4.34,3.64,3.02,4.2,193,4,5.5,58.64,0.185,0.061,3,1,85.24,78.83,3,"Bronze",0.9745,1,35.04,0.55,0.01,6.81,41.9,35.09,1
"C00655","Midwest",54,91.8,31,"Monthly","PayPal",0,1,"Search",6.14,3.43,4.43,2.76,194,1,7.3,52.82,0.186,0.127,5,3,101.74,338.03,0,"Silver",0.5411,0,28.92,0.55,0.01,35.96,34.58,-1.38,2
"C00656","Northeast",42,25,8,"Monthly","Credit Card",0,1,"Search",3.04,5.85,2.45,3.73,445,1,8,44.8,0.321,0.168,5,3,48.87,135.61,78,"Bronze",0.8155,1,21.77,0.55,0.01,37.13,26.03,-11.1,3
"C00657","Midwest",35,54,41,"Annual","Credit Card",1,0,"Social",5.94,2.58,3.76,3.71,320,2,7.3,42.94,0.371,0.109,11,7,78.05,506.62,77,"Silver",0.3434,0,23.04,0.708,0.01,26.23,54.01,27.78,4
"C00658","Midwest",38,46.5,17,"Monthly","Credit Card",1,1,"Direct",5.43,4.41,4.37,6.75,257,2,7,45.77,0.215,0.255,8,3,41.97,140.86,2,"Bronze",0.7465,1,22.27,0.55,0.01,15.94,26.63,10.69,2
"C00659","South",24,70.8,10,"Monthly","PayPal",0,1,"SMS",4.07,4.06,3.7,6.23,181,3,5.9,46.42,0.006,0.233,1,6,118.19,715.98,7,"Silver",0.9497,1,28.11,0.55,0.01,25.13,33.61,8.48,1
"C00660","South",45,62.9,25,"Annual","PayPal",0,1,"Email",3.68,3.82,4.49,5.2,324,1,7.6,30.84,0.288,0.233,7,3,131.37,347.42,83,"Silver",0.3754,0,17.87,0.681,0.01,19.14,36.99,17.85,3
"C00661","Midwest",48,100.3,19,"Monthly","PayPal",0,0,"Search",2.41,4.59,3.14,4.02,257,0,7.7,54.64,0,0.486,5,5,91.44,436.04,191,"Silver",0.5179,0,29.03,0.56,0.01,46.26,36.13,-10.13,4
"C00662","West",33,25.9,4,"Quarterly","Credit Card",1,1,"Social",3.83,4.41,1.43,5.72,261,1,7.3,32.04,0.113,0.245,6,7,56.75,421.73,41,"Bronze",0.5071,1,19.11,0.569,0.01,37.59,24.66,-12.93,4
"C00663","South",33,79.3,12,"Monthly","Credit Card",1,0,"Direct",5.85,4.7,4.98,3.15,260,2,7,47.97,0.186,0.251,5,4,88.85,345.36,11,"Bronze",0.8757,1,29.32,0.55,0.01,15.53,35.06,19.53,2
"C00664","Midwest",41,93.6,8,"Monthly","PayPal",1,1,"Email",4.64,4.35,4.97,5.58,402,1,8,39.22,0.035,0.265,6,3,56.19,164.68,21,"Bronze",0.6885,0,23.14,0.55,0.01,28.95,27.67,-1.28,3
"C00665","Northeast",33,130,9,"Annual","Credit Card",1,1,"Direct",5.98,4.66,6.65,5.42,230,1,7.5,40.41,0.159,0.137,8,3,87,260.9,85,"Bronze",0.4715,1,26.22,0.599,0.01,17.89,38.21,20.32,3
"C00666","Northeast",37,64.5,8,"Quarterly","Debit Card",1,0,"Email",4.02,4.3,1.47,4.23,259,0,7.9,48.4,0.071,0.434,3,2,69.89,128.14,43,"Bronze",0.4273,1,24.85,0.637,0.01,19.05,42.44,23.39,2
"C00667","Midwest",61,87.1,22,"Monthly","Credit Card",1,0,"Search",5.48,3.47,4.73,5.65,211,3,6.2,53.27,0.156,0.159,3,3,76.09,223.07,0,"Bronze",0.9087,1,31.24,0.55,0.01,36.4,37.35,0.95,1
"C00668","Northeast",35,27.5,26,"Quarterly","Credit Card",0,1,"Email",3.91,4.2,1.73,3.91,302,0,8.1,48.08,0.243,0.319,5,10,78.85,721.16,19,"Silver",0.2986,0,23.53,0.746,0.01,8.42,66.49,58.07,4
"C00669","Northeast",34,25,10,"Annual","Credit Card",1,0,"Search",3.64,3.41,5.83,3.01,210,2,6.6,41.01,0.221,0.112,2,2,81.62,155.93,71,"Bronze",0.6439,1,26.34,0.55,0.01,31.44,31.49,0.05,2
"C00670","Midwest",31,101.7,4,"Monthly","Debit Card",1,1,"Search",4.58,3.34,4.44,5.48,188,1,7.1,51.91,0.093,0.347,2,2,93.72,189.26,15,"Bronze",0.8471,1,30.01,0.55,0.01,47.68,35.88,-11.8,2
"C00671","Northeast",46,77.8,2,"Monthly","Credit Card",0,1,"SMS",3.97,3.83,2.85,4.31,80,1,6.6,48.21,0.288,0.112,2,3,109.91,348.89,28,"Bronze",0.883,1,25.77,0.55,0.01,18.65,30.81,12.16,2
"C00672","West",36,111,46,"Annual","Credit Card",0,1,"Email",3,4.07,4.76,5.06,347,0,8.1,38.62,0.285,0.388,5,2,104.98,218.4,128,"Silver",0.0867,0,18.93,0.926,0.01,18.48,208.68,190.2,3
"C00673","Northeast",31,39.5,18,"Monthly","Credit Card",1,1,"Social",4.5,4.24,3.29,6.4,308,0,8.2,48.64,0.223,0.048,7,0,68.92,0,229,"Bronze",0.3517,1,25.67,0.701,0.01,29.28,58.24,28.96,3
"C00674","South",53,92.6,25,"Quarterly","Credit Card",1,0,"Direct",4.82,5.21,4.23,3.61,447,0,8.7,41.46,0.167,0.142,5,8,82.73,680.81,83,"Silver",0.2245,1,22.28,0.809,0.01,25.23,89.67,64.44,4
